Country,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
United Kingdom,17890.0,323,2,508.57,2,3,3,233,Regular Customers
United Kingdom,14150.0,36,2,584.74,4,2,3,423,Premium Customers
United Kingdom,13496.0,11,2,563.63,5,2,3,523,Premium Customers
United Kingdom,13221.0,240,2,570.71,2,2,3,223,Premium Customers
United Kingdom,17551.0,359,1,281.84,2,2,2,222,Regular Customers
United Kingdom,17214.0,60,6,720.07,3,4,3,343,Premium Customers
United Kingdom,14373.0,358,1,10.2,2,1,1,211,Regular Customers
United Kingdom,18176.0,358,1,419.05,2,2,2,222,Regular Customers
United Kingdom,17857.0,358,1,5.5,2,2,1,221,Regular Customers
United Kingdom,16816.0,103,4,401.16,3,4,2,342,Premium Customers
United Kingdom,14985.0,198,2,263.34,2,2,2,222,Premium Customers
Spain,12551.0,358,1,168.0,2,1,1,211,Regular Customers
United Kingdom,15780.0,184,3,402.08,3,3,2,332,Premium Customers
United Kingdom,15204.0,357,1,157.5,2,1,1,211,Regular Customers
United Kingdom,12944.0,36,2,519.81,4,2,3,423,Premium Customers
United Kingdom,15460.0,354,1,167.16,2,1,1,211,Regular Customers
United Kingdom,16270.0,353,1,685.99,2,1,3,213,Regular Customers
Italy,12515.0,353,1,190.8,2,1,1,211,Regular Customers
Belgium,12383.0,185,5,1211.84,3,4,4,344,Premium Customers
Germany,13817.0,29,2,328.98,4,2,2,422,Premium Customers
Germany,12585.0,234,2,1212.95,2,2,4,224,Premium Customers
United Kingdom,15464.0,338,1,713.25,2,1,3,213,Regular Customers
United Kingdom,17634.0,36,9,1588.89,4,5,4,454,Premium Customers
France,12735.0,315,2,375.07,2,2,2,222,Regular Customers
United Kingdom,16567.0,194,2,561.4,2,3,3,233,Premium Customers
Germany,12501.0,337,1,1866.66,2,1,4,214,Regular Customers
United Kingdom,15139.0,240,2,169.84,2,2,1,221,Premium Customers
France,12489.0,336,1,191.43,2,1,1,211,Regular Customers
United Kingdom,18198.0,4,16,2018.14,5,5,5,555,Premium Customers
United Kingdom,14889.0,336,1,135.9,2,1,1,211,Regular Customers
United Kingdom,17114.0,6,8,434.67,5,5,3,553,Premium Customers
United Kingdom,17128.0,335,1,131.59,2,2,1,221,Regular Customers
United Kingdom,17800.0,37,9,952.36,4,5,4,454,Premium Customers
United Kingdom,18032.0,334,1,73.5,2,2,1,221,Regular Customers
United Kingdom,16850.0,334,1,317.29,2,2,2,222,Regular Customers
United Kingdom,16112.0,143,2,100.7,3,2,1,321,Premium Customers
France,12736.0,333,1,93.6,2,1,1,211,Regular Customers
United Kingdom,17569.0,332,1,242.6,2,2,2,222,Regular Customers
United Kingdom,14270.0,332,1,341.65000000000003,2,1,2,212,Regular Customers
United Kingdom,14587.0,19,9,1258.33,5,5,4,554,Premium Customers
United Kingdom,14185.0,331,1,12.75,2,1,1,211,Regular Customers
United Kingdom,13284.0,331,1,148.74,2,1,1,211,Regular Customers
United Kingdom,15835.0,44,4,802.09,4,4,3,443,Premium Customers
United Kingdom,15687.0,9,9,2344.23,5,5,5,555,Premium Customers
United Kingdom,13385.0,330,1,403.07,2,1,2,212,Regular Customers
United Kingdom,15213.0,319,2,328.35,2,2,2,222,Regular Customers
United Kingdom,15033.0,5,10,2287.15,5,5,5,555,Premium Customers
United Kingdom,17064.0,59,3,681.3000000000001,4,3,3,433,Premium Customers
Germany,12626.0,23,9,4945.49,4,5,5,455,Premium Customers
United Kingdom,14976.0,57,6,625.0600000000001,4,4,3,443,Premium Customers
United Kingdom,14242.0,235,2,219.25,2,2,2,222,Premium Customers
United Kingdom,15395.0,326,1,74.55000000000001,2,1,1,211,Regular Customers
United Kingdom,14428.0,7,5,764.04,5,4,3,543,Premium Customers
United Kingdom,15831.0,58,3,392.02,4,3,2,432,Premium Customers
United Kingdom,14779.0,281,3,187.55,2,3,1,231,Regular Customers
United Kingdom,16618.0,31,4,1561.08,4,4,4,444,Premium Customers
United Kingdom,17277.0,228,2,958.05,2,3,4,234,Premium Customers
United Kingdom,13742.0,17,12,1895.66,5,5,4,554,Premium Customers
United Kingdom,14368.0,320,1,105.2,2,1,1,211,Regular Customers
Germany,12559.0,320,1,301.41,2,1,2,212,Regular Customers
United Kingdom,14501.0,184,2,251.21,3,2,2,322,Premium Customers
United Kingdom,14782.0,320,1,110.1,2,1,1,211,Regular Customers
United Kingdom,15820.0,320,1,116.98,2,1,1,211,Regular Customers
United Kingdom,13396.0,29,2,936.69,4,2,4,424,Premium Customers
United Kingdom,16730.0,52,3,627.87,4,3,3,433,Premium Customers
United Kingdom,15052.0,319,1,127.83,2,1,1,211,Regular Customers
United Kingdom,16943.0,212,3,431.18,2,3,3,233,Premium Customers
United Kingdom,13837.0,212,2,221.59,2,2,2,222,Premium Customers
United Kingdom,17118.0,318,1,157.01999999999998,2,2,1,221,Regular Customers
United Kingdom,13098.0,1,27,9869.38,5,5,5,555,New Customers
United Kingdom,17786.0,85,2,226.78,3,3,2,332,Premium Customers
United Kingdom,16882.0,67,3,529.47,3,3,3,333,Premium Customers
Lebanon,12764.0,317,1,952.88,2,1,4,214,Regular Customers
United Kingdom,16949.0,4,6,674.72,5,4,3,543,Premium Customers
United Kingdom,18125.0,30,4,1024.07,4,4,4,444,Premium Customers
United Kingdom,13328.0,316,1,235.68,2,1,2,212,Regular Customers
France,12574.0,316,1,162.55,2,1,1,211,Regular Customers
United Kingdom,14659.0,9,9,2302.78,5,5,5,555,Premium Customers
United Kingdom,16897.0,299,2,154.23000000000002,2,3,1,231,Regular Customers
United Kingdom,15415.0,313,1,465.09,2,1,3,213,Regular Customers
United Kingdom,17431.0,313,1,357.4,2,2,2,222,Regular Customers
United Kingdom,14502.0,20,9,1917.98,4,5,4,454,Premium Customers
Germany,12528.0,9,6,1121.63,5,4,4,544,Premium Customers
United Kingdom,16403.0,312,1,177.5,2,1,1,211,Regular Customers
United Kingdom,17619.0,312,1,198.47,2,2,1,221,Regular Customers
United Kingdom,16745.0,87,17,4417.53,3,5,5,355,Premium Customers
United Kingdom,13494.0,312,1,296.1,2,1,2,212,Regular Customers
United Kingdom,12929.0,312,1,70.95,2,1,1,211,Regular Customers
United Kingdom,18202.0,200,3,1058.99,2,3,4,234,Premium Customers
United Kingdom,14457.0,311,1,68.64,2,1,1,211,Regular Customers
United Kingdom,15589.0,256,3,413.73,2,3,2,232,Premium Customers
United Kingdom,14411.0,311,1,539.4000000000001,2,1,3,213,Regular Customers
United Kingdom,15226.0,311,1,128.91,2,1,1,211,Regular Customers
United Kingdom,16378.0,247,3,362.95,2,3,2,232,Premium Customers
United Kingdom,13894.0,24,2,430.55,4,2,3,423,Premium Customers
United Kingdom,18250.0,310,1,270.62,2,2,2,222,Regular Customers
United Kingdom,14188.0,31,6,1763.86,4,4,4,444,Premium Customers
United Kingdom,17446.0,177,2,120.9,3,3,1,331,Premium Customers
Norway,12350.0,310,1,294.4,2,1,2,212,Regular Customers
United Kingdom,17337.0,151,4,1626.86,3,4,4,344,Premium Customers
United Kingdom,16405.0,302,2,74.85,2,2,1,221,Regular Customers
Spain,12502.0,96,5,1511.32,3,4,4,344,Premium Customers
United Kingdom,16030.0,310,1,312.85,2,1,2,212,Regular Customers
Belgium,12464.0,150,4,76.5,3,3,1,331,Premium Customers
United Kingdom,16997.0,288,2,117.0,2,3,1,231,Regular Customers
United Kingdom,17507.0,262,2,574.73,2,3,3,233,Premium Customers
Japan,12754.0,277,2,61.62,2,2,1,221,Regular Customers
United Kingdom,14778.0,127,2,691.0600000000001,3,2,3,323,Premium Customers
United Kingdom,17517.0,309,1,128.44,2,2,1,221,Regular Customers
United Kingdom,13725.0,50,7,1203.52,4,4,4,444,Premium Customers
United Kingdom,15090.0,308,1,263.12,2,1,2,212,Regular Customers
United Kingdom,14842.0,44,4,2250.64,4,3,5,435,Premium Customers
United Kingdom,17105.0,159,2,560.98,3,3,3,333,Premium Customers
United Kingdom,14438.0,306,1,131.9,2,1,1,211,Regular Customers
United Kingdom,15781.0,25,3,254.91,4,3,2,432,Premium Customers
United Kingdom,17302.0,15,5,1044.48,5,4,4,544,Premium Customers
United Kingdom,17613.0,23,14,3922.42,4,5,5,455,Premium Customers
United Kingdom,17162.0,29,10,1293.26,4,5,4,454,Premium Customers
United Kingdom,15407.0,34,4,652.74,4,4,3,443,Premium Customers
United Kingdom,17859.0,305,1,118.52,2,2,1,221,Regular Customers
United Kingdom,16951.0,135,3,1125.06,3,3,4,334,Premium Customers
United Kingdom,17881.0,304,1,133.35000000000002,2,2,1,221,Regular Customers
United Kingdom,15843.0,304,1,80.70000000000002,2,1,1,211,Regular Customers
United Kingdom,17537.0,30,2,777.16,4,3,3,433,Premium Customers
Belgium,12401.0,303,1,32.85,2,1,1,211,Regular Customers
Spain,12462.0,19,2,657.8,5,2,3,523,Premium Customers
Germany,12561.0,303,1,207.05,2,1,2,212,Regular Customers
United Kingdom,16425.0,302,1,157.4,2,1,1,211,Regular Customers
United Kingdom,16842.0,101,3,935.49,3,3,4,334,Premium Customers
United Kingdom,18159.0,301,1,257.25,2,2,2,222,Regular Customers
United Kingdom,13171.0,22,3,261.51,4,3,2,432,Premium Customers
United Kingdom,16084.0,299,1,397.58,2,1,2,212,Regular Customers
United Kingdom,15236.0,299,1,321.05,2,1,2,212,Regular Customers
United Kingdom,13475.0,191,4,1115.66,2,3,4,234,Premium Customers
United Kingdom,16738.0,298,1,3.75,2,2,1,221,Regular Customers
United Kingdom,13893.0,298,1,195.7,2,1,1,211,Regular Customers
United Kingdom,16431.0,213,3,547.68,2,3,3,233,Premium Customers
United Kingdom,14760.0,297,1,89.2,2,1,1,211,Regular Customers
United Kingdom,16509.0,297,1,169.50000000000003,2,1,1,211,Regular Customers
United Kingdom,14386.0,297,1,93.6,2,1,1,211,Regular Customers
Denmark,12372.0,72,3,938.34,3,3,4,334,Premium Customers
United Kingdom,16494.0,297,1,723.93,2,1,3,213,Regular Customers
United Kingdom,14959.0,64,4,609.54,3,3,3,333,Premium Customers
United Kingdom,17175.0,44,4,968.98,4,4,4,444,Premium Customers
Belgium,12362.0,3,10,4098.94,5,5,5,555,Premium Customers
United Kingdom,13718.0,246,2,242.4,2,2,2,222,Premium Customers
Germany,12654.0,11,5,499.33,5,4,3,543,Premium Customers
United Kingdom,18138.0,295,1,67.80000000000001,2,2,1,221,Regular Customers
United Kingdom,14371.0,295,1,100.5,2,1,1,211,Regular Customers
United Kingdom,12852.0,295,1,264.15000000000003,2,1,2,212,Regular Customers
United Kingdom,13489.0,105,3,175.44,3,3,1,331,Premium Customers
United Kingdom,13904.0,37,2,332.64,4,2,2,422,Premium Customers
United Kingdom,13932.0,295,1,195.8,2,1,1,211,Regular Customers
United Kingdom,13951.0,176,3,504.09,3,3,3,333,Premium Customers
United Kingdom,16566.0,15,5,287.28000000000003,5,4,2,542,Premium Customers
United Kingdom,14162.0,174,2,198.11,3,2,1,321,Premium Customers
United Kingdom,13301.0,104,4,507.74,3,3,3,333,Premium Customers
United Kingdom,14803.0,162,3,279.45,3,3,2,332,Premium Customers
United Kingdom,13744.0,95,2,916.26,3,2,4,324,Premium Customers
United Kingdom,12988.0,292,1,301.17,2,1,2,212,Regular Customers
France,12707.0,292,1,417.52,2,1,2,212,Regular Customers
United Kingdom,18155.0,75,3,351.46,3,3,2,332,Premium Customers
United Kingdom,15146.0,165,2,1164.52,3,2,4,324,Premium Customers
Cyprus,12365.0,291,1,307.94,2,1,2,212,Regular Customers
United Kingdom,13038.0,80,3,891.46,3,3,4,334,Premium Customers
United Kingdom,16349.0,291,1,12.65,2,1,1,211,Regular Customers
United Kingdom,18114.0,290,1,137.9,2,2,1,221,Regular Customers
United Kingdom,12845.0,269,2,54.79,2,2,1,221,Regular Customers
United Kingdom,16573.0,85,2,525.96,3,3,3,333,Premium Customers
United Kingdom,13184.0,15,10,1396.77,5,5,4,554,Premium Customers
United Kingdom,15397.0,290,1,94.0,2,1,1,211,Regular Customers
United Kingdom,16394.0,57,5,786.44,4,4,3,443,Premium Customers
United Kingdom,17711.0,11,2,369.8,5,3,2,532,Premium Customers
United Kingdom,13865.0,58,4,437.81,4,3,3,433,Premium Customers
United Kingdom,14289.0,9,6,508.06,5,4,3,543,Premium Customers
United Kingdom,13149.0,14,4,1210.68,5,3,4,534,Premium Customers
United Kingdom,15932.0,4,8,1591.41,5,5,4,554,Premium Customers
United Kingdom,15974.0,39,7,2880.81,4,4,5,445,Premium Customers
United Kingdom,17830.0,2,3,200.75,5,3,2,532,Premium Customers
Saudi Arabia,12565.0,289,1,145.92,2,1,1,211,Regular Customers
United Kingdom,14880.0,77,3,525.09,3,3,3,333,Premium Customers
United Kingdom,15121.0,50,2,399.07,4,2,2,422,Premium Customers
United Kingdom,17117.0,288,1,73.35,2,2,1,221,Regular Customers
United Kingdom,13751.0,288,1,75.60000000000001,2,1,1,211,Regular Customers
United Kingdom,13345.0,288,1,299.70000000000005,2,1,2,212,Regular Customers
United Kingdom,13973.0,287,1,186.75,2,1,1,211,Regular Customers
Switzerland,13493.0,287,1,14.85,2,1,1,211,Regular Customers
United Kingdom,13261.0,269,2,670.5,2,2,3,223,Regular Customers
United Kingdom,16598.0,286,1,145.05,2,2,1,221,Regular Customers
United Kingdom,13630.0,5,7,866.9399999999999,5,4,4,544,Premium Customers
United Kingdom,13636.0,37,5,720.83,4,4,3,443,Premium Customers
Czech Republic,12781.0,64,2,594.54,3,2,3,323,Premium Customers
United Kingdom,14036.0,285,1,451.25,2,1,3,213,Regular Customers
United Kingdom,13675.0,151,2,473.38,3,2,3,323,Premium Customers
United Kingdom,16667.0,68,2,469.98,3,3,3,333,Premium Customers
United Kingdom,16187.0,32,15,5428.56,4,5,5,455,New Customers
United Kingdom,16339.0,284,1,30.45,2,1,1,211,Regular Customers
France,12509.0,284,1,124.5,2,1,1,211,Regular Customers
United Kingdom,14046.0,284,1,47.71,2,1,1,211,Regular Customers
United Kingdom,16427.0,263,2,166.06,2,2,1,221,Regular Customers
United Kingdom,14056.0,1,23,5869.21,5,5,5,555,New Customers
United Kingdom,15656.0,45,4,569.4,4,4,3,443,Premium Customers
United Kingdom,17462.0,60,2,612.44,3,3,3,333,Premium Customers
United Kingdom,14620.0,206,2,318.54,2,2,2,222,Premium Customers
Finland,12428.0,26,8,4830.43,4,4,5,445,Premium Customers
United Kingdom,15676.0,19,3,2787.22,5,3,5,535,Premium Customers
France,12679.0,284,1,639.86,2,1,3,213,Regular Customers
United Kingdom,15319.0,284,1,145.0,2,1,1,211,Regular Customers
United Kingdom,16389.0,53,4,807.51,4,4,3,443,Premium Customers
United Kingdom,15733.0,283,1,112.4,2,1,1,211,Regular Customers
United Kingdom,16678.0,3,12,2564.91,5,5,5,555,Premium Customers
United Kingdom,12834.0,283,1,201.08,2,1,2,212,Regular Customers
United Kingdom,17770.0,199,3,286.57,2,3,2,232,Premium Customers
United Kingdom,15104.0,197,2,571.49,2,2,3,223,Premium Customers
United Kingdom,15643.0,192,3,433.9500000000001,2,3,3,233,Premium Customers
United Kingdom,16217.0,235,2,288.45000000000005,2,2,2,222,Premium Customers
United Kingdom,16957.0,239,2,376.84,2,3,2,232,Premium Customers
United Kingdom,15087.0,282,1,220.06,2,1,2,212,Regular Customers
United Kingdom,17856.0,233,2,131.0,2,3,1,231,Premium Customers
United Kingdom,15053.0,5,3,519.59,5,3,3,533,Premium Customers
United Kingdom,17652.0,25,12,4274.92,4,5,5,455,Premium Customers
Spain,12541.0,30,3,721.38,4,3,3,433,Premium Customers
United Kingdom,15220.0,52,6,1560.45,4,4,4,444,Premium Customers
United Kingdom,16449.0,198,2,606.54,2,2,3,223,Premium Customers
United Kingdom,14995.0,39,2,203.43,4,2,2,422,Premium Customers
Italy,12584.0,4,8,1100.6,5,4,4,544,Premium Customers
United Kingdom,17535.0,280,1,164.4,2,2,1,221,Regular Customers
United Kingdom,14903.0,21,5,2386.43,4,4,5,445,Premium Customers
United Kingdom,18211.0,26,5,515.0699999999999,4,4,3,443,Premium Customers
United Kingdom,14504.0,47,4,522.21,4,3,3,433,Premium Customers
United Kingdom,15554.0,278,1,130.4,2,1,1,211,Regular Customers
Germany,12614.0,278,1,218.15,2,1,2,212,Regular Customers
United Kingdom,13344.0,68,3,1684.29,3,3,4,334,Premium Customers
United Kingdom,16621.0,52,4,282.71000000000004,4,4,2,442,Premium Customers
United Kingdom,17381.0,152,5,632.31,3,4,3,343,Premium Customers
United Kingdom,14214.0,31,5,938.14,4,4,4,444,Premium Customers
United Kingdom,14012.0,278,1,328.8,2,1,2,212,Regular Customers
United Kingdom,17654.0,277,1,80.65,2,2,1,221,Regular Customers
United Kingdom,16517.0,277,1,154.75,2,1,1,211,Regular Customers
United Kingdom,15234.0,277,1,187.88,2,1,1,211,Regular Customers
United Kingdom,15806.0,46,3,671.22,4,3,3,433,Premium Customers
United Kingdom,14586.0,277,1,202.44,2,1,2,212,Regular Customers
United Kingdom,14407.0,107,5,981.53,3,4,4,344,Premium Customers
United Kingdom,13908.0,80,4,1948.9,3,3,4,334,Premium Customers
United Kingdom,14730.0,1,8,1469.07,5,5,4,554,Premium Customers
United Kingdom,14367.0,8,16,7225.19,5,5,5,555,New Customers
United Kingdom,16426.0,2,10,1640.4,5,5,4,554,Premium Customers
United Kingdom,16495.0,3,2,420.61,5,2,2,522,Premium Customers
United Kingdom,14336.0,17,4,1281.11,5,3,4,534,Premium Customers
United Kingdom,15206.0,10,4,420.3,5,4,2,542,Premium Customers
United Kingdom,12881.0,276,1,69.0,2,1,1,211,Regular Customers
United Kingdom,16572.0,127,3,855.5500000000001,3,3,4,334,Premium Customers
United Kingdom,14165.0,276,1,82.19,2,1,1,211,Regular Customers
United Kingdom,15632.0,16,8,2874.85,5,5,5,555,Premium Customers
United Kingdom,14297.0,18,4,1102.85,5,3,4,534,Premium Customers
United Kingdom,13899.0,16,2,337.52,5,2,2,522,Premium Customers
United Kingdom,15838.0,25,5,717.84,4,4,3,443,Premium Customers
United Kingdom,18183.0,227,2,512.87,2,3,3,233,Premium Customers
United Kingdom,15308.0,274,1,218.25,2,1,2,212,Regular Customers
United Kingdom,18086.0,274,1,101.34,2,2,1,221,Regular Customers
United Kingdom,16778.0,74,2,228.94,3,3,2,332,Premium Customers
United Kingdom,16808.0,99,2,222.97,3,3,2,332,Premium Customers
United Kingdom,16475.0,144,3,417.7,3,3,2,332,Premium Customers
United Kingdom,13265.0,53,5,1232.52,4,4,4,444,Premium Customers
Germany,12520.0,79,5,2061.56,3,4,5,345,Premium Customers
United Kingdom,15049.0,274,1,40.05,2,1,1,211,Regular Customers
United Kingdom,16766.0,273,2,989.0,2,3,4,234,Regular Customers
United Kingdom,16801.0,163,4,884.03,3,4,4,344,Premium Customers
United Kingdom,17164.0,33,7,2336.2,4,4,5,445,Premium Customers
United Kingdom,13043.0,273,1,139.7,2,1,1,211,Regular Customers
United Kingdom,14352.0,157,4,821.76,3,3,3,333,Premium Customers
United Kingdom,13956.0,5,5,671.39,5,4,3,543,Premium Customers
United Kingdom,13708.0,271,1,260.46,2,1,2,212,Regular Customers
United Kingdom,15671.0,26,6,1179.81,4,4,4,444,Premium Customers
United Kingdom,16871.0,22,6,2267.24,4,4,5,445,Premium Customers
United Kingdom,12901.0,10,15,1162.35,5,5,4,554,Premium Customers
Canada,15388.0,270,1,140.54,2,1,1,211,Regular Customers
United Kingdom,16804.0,23,3,445.84,4,3,3,433,Premium Customers
United Kingdom,13499.0,18,5,609.09,5,4,3,543,Premium Customers
United Kingdom,15047.0,270,1,329.7,2,1,2,212,Regular Customers
United Kingdom,15106.0,18,5,1235.45,5,4,4,544,Premium Customers
United Kingdom,13716.0,269,1,138.28,2,1,1,211,Regular Customers
United Kingdom,13121.0,269,1,260.36,2,1,2,212,Regular Customers
United Kingdom,16297.0,269,1,277.34000000000003,2,1,2,212,Regular Customers
United Kingdom,12994.0,4,3,782.52,5,3,3,533,Premium Customers
United Kingdom,16152.0,269,1,712.46,2,1,3,213,Regular Customers
United Kingdom,14636.0,36,2,609.85,4,2,3,423,Premium Customers
United Kingdom,13358.0,269,1,304.71000000000004,2,1,2,212,Regular Customers
Spain,12597.0,19,4,2544.07,5,3,5,535,Premium Customers
United Kingdom,12955.0,1,11,3260.26,5,5,5,555,Premium Customers
United Kingdom,13185.0,268,1,71.4,2,1,1,211,Regular Customers
United Kingdom,13216.0,268,1,10.5,2,1,1,211,Regular Customers
United Kingdom,13533.0,183,3,245.24,3,3,2,332,Premium Customers
United Kingdom,13268.0,18,10,2807.06,5,5,5,555,Premium Customers
United Kingdom,15433.0,214,2,533.3,2,2,3,223,Premium Customers
United Kingdom,16216.0,267,1,605.88,2,1,3,213,Regular Customers
United Kingdom,13631.0,100,5,332.5,3,4,2,342,Premium Customers
United Kingdom,15648.0,204,2,465.2000000000001,2,2,3,223,Premium Customers
United Kingdom,17725.0,16,11,2946.28,5,5,5,555,Premium Customers
United Kingdom,13072.0,267,1,177.15,2,1,1,211,Regular Customers
United Kingdom,16716.0,267,1,166.8,2,2,1,221,Regular Customers
United Kingdom,14059.0,267,1,132.6,2,1,1,211,Regular Customers
United Kingdom,16672.0,2,17,4005.3,5,5,5,555,Premium Customers
United Kingdom,14066.0,267,1,114.3,2,1,1,211,Regular Customers
United Kingdom,16626.0,1,16,2337.14,5,5,5,555,Premium Customers
United Kingdom,15019.0,267,1,225.86,2,1,2,212,Regular Customers
United Kingdom,14041.0,266,1,141.41,2,1,1,211,Regular Customers
United Kingdom,17060.0,266,1,50.400000000000006,2,2,1,221,Regular Customers
United Kingdom,16023.0,46,3,548.86,4,3,3,433,Premium Customers
United Kingdom,12878.0,236,2,839.09,2,2,3,223,Premium Customers
United Kingdom,14155.0,266,1,118.75,2,1,1,211,Regular Customers
United Kingdom,14633.0,266,1,235.4,2,1,2,212,Regular Customers
United Kingdom,15703.0,265,1,211.5,2,1,2,212,Regular Customers
United Kingdom,14071.0,4,8,992.03,5,4,4,544,Premium Customers
United Kingdom,17795.0,180,2,311.48,3,3,2,332,Premium Customers
United Kingdom,12902.0,265,1,87.78,2,1,1,211,Regular Customers
United Kingdom,14232.0,43,5,1630.66,4,4,4,444,Premium Customers
Belgium,12407.0,50,5,1085.01,4,4,4,444,Premium Customers
United Kingdom,16728.0,46,4,838.78,4,4,3,443,Premium Customers
United Kingdom,13592.0,36,3,159.51,4,3,1,431,Premium Customers
United Kingdom,15408.0,264,1,121.98,2,1,1,211,Regular Customers
United Kingdom,14223.0,92,3,736.5600000000001,3,3,3,333,Premium Customers
United Kingdom,13934.0,264,1,818.65,2,1,3,213,Regular Customers
United Kingdom,15669.0,40,4,437.0,4,4,3,443,Premium Customers
United Kingdom,18224.0,264,1,158.95000000000002,2,2,1,221,Regular Customers
United Kingdom,14245.0,220,2,1516.7,2,2,4,224,Premium Customers
United Kingdom,14632.0,263,1,79.94,2,1,1,211,Regular Customers
United Kingdom,15132.0,18,5,791.69,5,4,3,543,Premium Customers
United Kingdom,17272.0,46,3,1868.67,4,3,4,434,Premium Customers
United Kingdom,14711.0,10,11,1786.67,5,5,4,554,Premium Customers
United Kingdom,14377.0,191,2,155.25,2,2,1,221,Premium Customers
United Kingdom,15457.0,262,1,217.17,2,1,2,212,Regular Customers
United Kingdom,16721.0,262,1,292.47,2,2,2,222,Regular Customers
United Kingdom,17733.0,39,2,471.63,4,3,3,433,Premium Customers
United Kingdom,15449.0,26,3,903.26,4,3,4,434,Premium Customers
Austria,12818.0,262,1,267.6,2,1,2,212,Regular Customers
France,12604.0,79,2,236.18,3,2,2,322,Premium Customers
United Kingdom,13132.0,262,1,60.3,2,1,1,211,Regular Customers
United Kingdom,17486.0,261,1,376.97,2,2,2,222,Regular Customers
France,12564.0,261,1,336.15,2,1,2,212,Regular Customers
United Kingdom,15644.0,166,4,732.09,3,4,3,343,Premium Customers
United Kingdom,17250.0,4,2,282.62,5,3,2,532,Premium Customers
United Kingdom,13341.0,261,1,603.55,2,1,3,213,Premium Customers
United Kingdom,17698.0,261,1,154.95,2,2,1,221,Regular Customers
United Kingdom,14267.0,163,3,940.44,3,3,4,334,Premium Customers
United Kingdom,16022.0,260,1,532.28,2,1,3,213,Premium Customers
United Kingdom,16063.0,260,1,335.32,2,1,2,212,Premium Customers
United Kingdom,15178.0,260,1,40.5,2,1,1,211,Regular Customers
United Kingdom,14348.0,260,1,297.87,2,1,2,212,Premium Customers
United Kingdom,15815.0,64,3,522.48,3,3,3,333,Premium Customers
United Kingdom,17979.0,36,4,576.43,4,4,3,443,Premium Customers
Spain,12545.0,75,2,698.8,3,2,3,323,Premium Customers
United Kingdom,14536.0,260,1,76.0,2,1,1,211,Regular Customers
United Kingdom,17946.0,233,2,79.78,2,3,1,231,Premium Customers
United Kingdom,13743.0,3,7,805.1999999999999,5,4,3,543,Premium Customers
United Kingdom,17937.0,9,4,172.5,5,4,1,541,Premium Customers
United Kingdom,18273.0,2,2,102.0,5,3,1,531,Premium Customers
United Kingdom,14476.0,257,1,183.05,2,1,1,211,Premium Customers
United Kingdom,16245.0,24,3,1217.76,4,3,4,434,Premium Customers
France,12669.0,151,2,1319.92,3,2,4,324,Premium Customers
United Kingdom,15083.0,257,1,62.7,2,1,1,211,Premium Customers
United Kingdom,18010.0,257,1,61.6,2,2,1,221,Premium Customers
United Kingdom,15624.0,117,4,511.5,3,4,3,343,Premium Customers
United Kingdom,17874.0,185,6,527.07,3,4,3,343,Premium Customers
United Kingdom,17719.0,38,15,3669.72,4,5,5,455,Premium Customers
United Kingdom,17398.0,115,3,378.78,3,3,2,332,Premium Customers
United Kingdom,12888.0,214,2,187.92,2,2,1,221,Premium Customers
United Kingdom,13588.0,16,9,2331.81,5,5,5,555,Premium Customers
Switzerland,12456.0,44,3,1663.24,4,3,4,434,Premium Customers
United Kingdom,13720.0,117,4,685.8,3,3,3,333,Premium Customers
United Kingdom,17775.0,255,1,56.4,2,2,1,221,Premium Customers
United Kingdom,16657.0,10,4,756.46,5,4,3,543,Premium Customers
United Kingdom,15364.0,96,2,675.59,3,2,3,323,Premium Customers
United Kingdom,15832.0,254,1,821.49,2,1,3,213,Premium Customers
United Kingdom,15528.0,254,1,153.43,2,1,1,211,Premium Customers
United Kingdom,16398.0,154,2,972.95,3,2,4,324,Premium Customers
United Kingdom,17088.0,28,4,1651.61,4,4,4,444,Premium Customers
United Kingdom,13060.0,254,1,243.93,2,1,2,212,Premium Customers
United Kingdom,13918.0,50,2,565.1,4,2,3,423,Premium Customers
United Kingdom,14886.0,253,1,325.0,2,1,2,212,Premium Customers
United Kingdom,16609.0,15,7,4808.900000000001,5,4,5,545,Premium Customers
United Kingdom,18263.0,26,3,1042.4,4,3,4,434,Premium Customers
United Kingdom,17701.0,253,1,193.65,2,2,1,221,Premium Customers
Germany,12569.0,2,28,2704.69,5,5,5,555,New Customers
United Kingdom,16162.0,252,1,11.9,2,1,1,211,Premium Customers
United Kingdom,14023.0,7,2,540.77,5,2,3,523,Premium Customers
United Kingdom,16142.0,250,1,356.04,2,1,2,212,Premium Customers
United Kingdom,18185.0,249,1,214.25,2,2,2,222,Premium Customers
United Kingdom,15756.0,61,4,454.41,3,4,3,343,Premium Customers
United Kingdom,14747.0,249,1,176.95000000000002,2,1,1,211,Premium Customers
United Kingdom,14719.0,2,5,1450.89,5,4,4,544,Premium Customers
United Kingdom,15145.0,4,4,921.73,5,3,4,534,Premium Customers
United Kingdom,16696.0,135,4,462.3,3,4,3,343,Premium Customers
United Kingdom,17440.0,248,2,22.62,2,3,1,231,Premium Customers
United Kingdom,17140.0,247,1,115.42,2,2,1,221,Premium Customers
United Kingdom,14964.0,247,1,81.75,2,1,1,211,Premium Customers
